BirthPlace,MLB,NBA,NFL,Total,Rank
"Sayre, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Rantoul, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Rosebud, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"North Battleford, Canada",1347.0,1347.0,1526.0,4220.0,3569.0
"Russell, KY",1347.0,1347.0,1526.0,4220.0,3569.0
"North Augusta, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"McCall Creek, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Loris, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"Port Angeles, WA",1347.0,1347.0,1526.0,4220.0,3569.0
"North Attleboro, MA",1347.0,1347.0,1526.0,4220.0,3569.0
"Peoria, AZ",1347.0,1347.0,1526.0,4220.0,3569.0
"Morris, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Milligan, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Norfolk, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Norco, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Okeechobee, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Norco, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Port Allen, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Roselle, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Omaha, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Lexington, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Blue Springs, MO",1347.0,1347.0,1526.0,4220.0,3569.0
"Deerfield Beach, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Decorah, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Hinckley, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Eudora, AR",1347.0,1347.0,1526.0,4220.0,3569.0
"Spring Valley, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Celina, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Euless, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Holland, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Hollidaysburg, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Hollister, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Throckmorton, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Brundidge, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Holly Springs, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Eveleth, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"DeLeon, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Winter Garden, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Homewood, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Hominy, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Dayton, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Fredericktown, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Dayton, KY",1347.0,1347.0,1526.0,4220.0,3569.0
"Geneva, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Central City, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Banning, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Davis, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Springboro, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Ettrick, VA",1347.0,1347.0,1526.0,4220.0,3569.0
"Bowie County, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Tresckow, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Grass Valley, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Barstow, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Berlin, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Erwin, NC",1347.0,1347.0,1526.0,4220.0,3569.0
"Fremont, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Hermansville, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Springfield, VA",1347.0,1347.0,1526.0,4220.0,3569.0
"Dennison, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Hernando, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Stockton, KS",1347.0,1347.0,1526.0,4220.0,3569.0
"Union, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Eskdale, WV",1347.0,1347.0,1526.0,4220.0,3569.0
"Trenton, TN",1347.0,1347.0,1526.0,4220.0,3569.0
"Barnwell, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"Delphos, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Brackenridge, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Watertown, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Highwood, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Hilliard, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Hillsboro, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Springdale, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Hillsboro, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Davenport, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Gilbert, AZ",1347.0,1347.0,1526.0,4220.0,3569.0
"Valdese, NC",1347.0,1347.0,1526.0,4220.0,3569.0
"Crystal River, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Eastlake, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Crystal City, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Augusta, AR",1347.0,1347.0,1526.0,4220.0,3569.0
"Crowell, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Southbridge, MA",1347.0,1347.0,1526.0,4220.0,3569.0
"IN, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Charleston, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Ida Grove, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Excel, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Brownsburg, IN",1347.0,1347.0,1526.0,4220.0,3569.0
"Warrenton, NC",1347.0,1347.0,1526.0,4220.0,3569.0
"Auburn, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Taipei, Taiwan",1347.0,1347.0,1526.0,4220.0,3569.0
"Wellsboro, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Imperial, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Charlotte, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Indianola, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Crawfordsville, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Atchison, KS",1347.0,1347.0,1526.0,4220.0,3569.0
"Wellsburg, WV",1347.0,1347.0,1526.0,4220.0,3569.0
"Wheeler, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Inverness, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Cudahy, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Huntington, IN",1347.0,1347.0,1526.0,4220.0,3569.0
"Cullen, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Buford, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Thorp, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Houghton, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Franklinton, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Danvers, MA",1347.0,1347.0,1526.0,4220.0,3569.0
"Dansville, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Valley Center, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Geneva, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Hubbard, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Century, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Wilbarger County, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Hudson, MA",1347.0,1347.0,1526.0,4220.0,3569.0
"East Lansing, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Hudson, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Franklin Lakes, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Dallas, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Sparta, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Dallas County, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"DE, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Aviles, Spain",1347.0,1347.0,1526.0,4220.0,3569.0
"Cypress, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wiggins, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"West Natrona, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Van Voorhis, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Water Valley, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Aynor, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"Astoria, OR",1347.0,1347.0,1526.0,4220.0,3569.0
"Bassfield, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Wildwood, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Greenfield, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Webster City, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Englewood, CO",1347.0,1347.0,1526.0,4220.0,3569.0
"Canute, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Tunica, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Cape May, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Drew, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Belle Chase, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wilmette, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Hamlin, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Webb City, MO",1347.0,1347.0,1526.0,4220.0,3569.0
"Titusville, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Belton, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"St. Paul, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Beggs, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Bedford, VA",1347.0,1347.0,1526.0,4220.0,3569.0
"Sumner, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Hancock, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Summitt, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Boston, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"St. Marys, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Downingtown, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Bountiful, UT",1347.0,1347.0,1526.0,4220.0,3569.0
"West Jordan, UT",1347.0,1347.0,1526.0,4220.0,3569.0
"Carlisle, AR",1347.0,1347.0,1526.0,4220.0,3569.0
"Stanley, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Trinidad, CO",1347.0,1347.0,1526.0,4220.0,3569.0
"Greenville, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Cambridge, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Emporia, KS",1347.0,1347.0,1526.0,4220.0,3569.0
"Dunnellon, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Dunkirk, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Greenock, Scotland",1347.0,1347.0,1526.0,4220.0,3569.0
"Gardenia, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Belleville, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Endicott, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Grosse Pointe, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Groton, CT",1347.0,1347.0,1526.0,4220.0,3569.0
"Grove City, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Groveland, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Trinity, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Guadalajara, Mexico",1347.0,1347.0,1526.0,4220.0,3569.0
"Guatemala City, Guatemala",1347.0,1347.0,1526.0,4220.0,3569.0
"Gulf Breeze, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Starke, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Tuckahoe, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Star City, AR",1347.0,1347.0,1526.0,4220.0,3569.0
"Canton, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Tucker, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Willimantic, CT",1347.0,1347.0,1526.0,4220.0,3569.0
"Belleville, KS",1347.0,1347.0,1526.0,4220.0,3569.0
"Winchester, KY",1347.0,1347.0,1526.0,4220.0,3569.0
"Wetumpka, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Hartford, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Hawarden, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Stevenson, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"St. Edward, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Tyrone, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Haynesville, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Winnebago, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"Hazelhurst, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Caspian, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Hazelwood, MO",1347.0,1347.0,1526.0,4220.0,3569.0
"Winnepeg, Canada",1347.0,1347.0,1526.0,4220.0,3569.0
"Hazen, AR",1347.0,1347.0,1526.0,4220.0,3569.0
"Diamond Bar, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wauchula, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Umapine, OR",1347.0,1347.0,1526.0,4220.0,3569.0
"Hebron, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Frostburg, MD",1347.0,1347.0,1526.0,4220.0,3569.0
"Watseka, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Bement, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Heidelberg, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Great Bend, KS",1347.0,1347.0,1526.0,4220.0,3569.0
"East Chicago, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Henderson, NV",1347.0,1347.0,1526.0,4220.0,3569.0
"Tokyo, Japan",1347.0,1347.0,1526.0,4220.0,3569.0
"Geneva, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Carrollton, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Havertown, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Bay Minette, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Beaver Meadows, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Timpson, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Hartshorne, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Ephrata, WA",1347.0,1347.0,1526.0,4220.0,3569.0
"Beaver Dam, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Waynesville, NC",1347.0,1347.0,1526.0,4220.0,3569.0
"Frostproof, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Waynesburg, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Carnduff, Canada",1347.0,1347.0,1526.0,4220.0,3569.0
"Greenbelt, MD",1347.0,1347.0,1526.0,4220.0,3569.0
"Donaldsonville, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wellesley, MA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wayne, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Dolton, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Dodge City, KS",1347.0,1347.0,1526.0,4220.0,3569.0
"St. James, Jamaica",1347.0,1347.0,1526.0,4220.0,3569.0
"Hastings, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Calumet City, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Hastings, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"Dixon, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"St. Helena, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Two Harbors, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"Dinuba, CA",1347.0,1347.0,1526.0,4220.0,3569.0
"Haverstraw, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Haskell, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Georgetown, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Genoa, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Graham, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Allison Park, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Burlington, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Shattuck, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Allen, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Bridgeport, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Lake Butler, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Tonganoxie, KS",1347.0,1347.0,1526.0,4220.0,3569.0
"Lake Dallas, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Bridgeport, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Elberon, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Shamrock, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Lake Providence, LA",1347.0,1347.0,1526.0,4220.0,3569.0
"Shamokin, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Forest Lake, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"Eldorado, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Burlington Junction, MO",1347.0,1347.0,1526.0,4220.0,3569.0
"Clarendon, AR",1347.0,1347.0,1526.0,4220.0,3569.0
"Giddings, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Bloomfield Hills, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"WA, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"Fayetteville, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Sewell, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Coaldale, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Forksville, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Glenside, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Altoona, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Ladson, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"Iola, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Christchurch, New Zealand",1347.0,1347.0,1526.0,4220.0,3569.0
"Church Hill, TN",1347.0,1347.0,1526.0,4220.0,3569.0
"The Hague, Netherlands",1347.0,1347.0,1526.0,4220.0,3569.0
"Anambra, Nigeria",1347.0,1347.0,1526.0,4220.0,3569.0
"Shelton, WA",1347.0,1347.0,1526.0,4220.0,3569.0
"Anadarko, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Blackfoot, ID",1347.0,1347.0,1526.0,4220.0,3569.0
"Burnet, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Broken Arrow, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Whitesboro, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Tennille, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Tarpon Springs, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Faust, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Shelbyville, IN",1347.0,1347.0,1526.0,4220.0,3569.0
"La Salle, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Blackstone, VA",1347.0,1347.0,1526.0,4220.0,3569.0
"LaGrande, OR",1347.0,1347.0,1526.0,4220.0,3569.0
"Tatum, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Voorhess, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Wallingford, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Lac du Flambeau, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"Lacoochee, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Colerain, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"West Des Moines, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Gloversville, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Alden, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"Bloomfield, CT",1347.0,1347.0,1526.0,4220.0,3569.0
"Florence, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"LeRoy, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Clifton Heights, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Cliffwood, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Clarksville, AR",1347.0,1347.0,1526.0,4220.0,3569.0
"Leakesville, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Seaside, OR",1347.0,1347.0,1526.0,4220.0,3569.0
"Girardville, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Cliffside Park, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Florence, AZ",1347.0,1347.0,1526.0,4220.0,3569.0
"West Columbia, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Elk Point, SD",1347.0,1347.0,1526.0,4220.0,3569.0
"Zephyrhills, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Cleveland, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"West Chester, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"West, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Clendenin, WV",1347.0,1347.0,1526.0,4220.0,3569.0
"Suitland, MD",1347.0,1347.0,1526.0,4220.0,3569.0
"Cle Elum, WA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wahiawa, HI",1347.0,1347.0,1526.0,4220.0,3569.0
"Elkins, WV",1347.0,1347.0,1526.0,4220.0,3569.0
"Elkton, MD",1347.0,1347.0,1526.0,4220.0,3569.0
"Wahoo, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Accokeek, MD",1347.0,1347.0,1526.0,4220.0,3569.0
"Le Mars, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Glasgow, MT",1347.0,1347.0,1526.0,4220.0,3569.0
"Floresville, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Glen Lyon, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Albion, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Albia, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Albertville, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Clark, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Electra, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Clarkfield, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"Elizabethton, TN",1347.0,1347.0,1526.0,4220.0,3569.0
"Waconia, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"West Branch, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Glasgow, Scotland",1347.0,1347.0,1526.0,4220.0,3569.0
"York, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"York, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"Largo, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Yorktown, VA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wadena, MN",1347.0,1347.0,1526.0,4220.0,3569.0
"Youngwood, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Clinton, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Las Vegas, NM",1347.0,1347.0,1526.0,4220.0,3569.0
"Floyd County, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wadley, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wadmalaw Island, SC",1347.0,1347.0,1526.0,4220.0,3569.0
"Lawrence, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Florissant, MO",1347.0,1347.0,1526.0,4220.0,3569.0
"Ferndale, WA",1347.0,1347.0,1526.0,4220.0,3569.0
"Fort Gaines, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Columbia, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Shinnston, WV",1347.0,1347.0,1526.0,4220.0,3569.0
"Clawson, MI",1347.0,1347.0,1526.0,4220.0,3569.0
"Burtonsville, MD",1347.0,1347.0,1526.0,4220.0,3569.0
"Snellville, GA",1347.0,1347.0,1526.0,4220.0,3569.0
"Cherry Valley, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Goshen, IN",1347.0,1347.0,1526.0,4220.0,3569.0
"Arcadia, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Fort Worth, NM",1347.0,1347.0,1526.0,4220.0,3569.0
"Edinburg, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Smithton, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wortham, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Gorman, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Jenners, PA",1347.0,1347.0,1526.0,4220.0,3569.0
"Wareham, MA",1347.0,1347.0,1526.0,4220.0,3569.0
"Kahuku, HI",1347.0,1347.0,1526.0,4220.0,3569.0
"Big Sandy, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Kampala, Uganda",1347.0,1347.0,1526.0,4220.0,3569.0
"Slaton, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Big Stone Gap, VA",1347.0,1347.0,1526.0,4220.0,3569.0
"Kaneohe, HI",1347.0,1347.0,1526.0,4220.0,3569.0
"Karnack, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Fort Towson, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Skokie, IL",1347.0,1347.0,1526.0,4220.0,3569.0
"Skiatook, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Corning, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Fairbury, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Andover, MA",1347.0,1347.0,1526.0,4220.0,3569.0
"Cherokee, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"Edgar, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Stratford, CT",1347.0,1347.0,1526.0,4220.0,3569.0
"Crane, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Venice, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Ventnor City, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Ashland, WI",1347.0,1347.0,1526.0,4220.0,3569.0
"South Dayton, NY",1347.0,1347.0,1526.0,4220.0,3569.0
"Itasca, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Graceville, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Courtland, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Checotah, OK",1347.0,1347.0,1526.0,4220.0,3569.0
"South Bay, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Wooster, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Jackson, AL",1347.0,1347.0,1526.0,4220.0,3569.0
"Jacksonville Beach, FL",1347.0,1347.0,1526.0,4220.0,3569.0
"Jacobsburg, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Wellsville, OH",1347.0,1347.0,1526.0,4220.0,3569.0
"Bettendorf, IA",1347.0,1347.0,1526.0,4220.0,3569.0
"Woodville, MS",1347.0,1347.0,1526.0,4220.0,3569.0
"Woodville, TX",1347.0,1347.0,1526.0,4220.0,3569.0
"Stratton, NE",1347.0,1347.0,1526.0,4220.0,3569.0
"Somers Point, NJ",1347.0,1347.0,1526.0,4220.0,3569.0
"Vernon Rockville, CT",1347.0,1347.0,1526.0,4220.0,3569.0
"Jefferson County, KY",1347.0,1347.0,1526.0,4220.0,3569.0
